   0.000000000000e+00   1.000016015925e+00
   3.141592653590e-01   7.418796191656e-01
   6.283185307180e-01   6.225079178009e-01
   9.424777960769e-01   5.529094852299e-01
   1.256637061436e+00   5.032690651197e-01
   1.570796326795e+00   4.626934849566e-01
   1.884955592154e+00   4.269343404443e-01
   2.199114857513e+00   3.943352281756e-01
   2.513274122872e+00   3.642547596256e-01
   2.827433388231e+00   3.364227426173e-01
   3.141592653590e+00   3.107005443985e-01
   3.455751918949e+00   2.870101679078e-01
   3.769911184308e+00   2.652523026485e-01
   4.084070449667e+00   2.453170471194e-01
   4.398229715026e+00   2.270843484142e-01
   4.712388980385e+00   2.104360693829e-01
   5.026548245744e+00   1.952442126394e-01
   5.340707511103e+00   1.813889806384e-01
   5.654866776462e+00   1.687475279065e-01
   5.969026041821e+00   1.572207605734e-01
   6.283185307180e+00   1.466874233227e-01
   6.597344572539e+00   1.370659203259e-01
   6.911503837898e+00   1.282644084010e-01
   7.225663103257e+00   1.202045502297e-01
   7.539822368616e+00   1.128121728192e-01
   7.853981633974e+00   1.060258782659e-01
   8.168140899333e+00   9.978587720481e-02
   8.482300164692e+00   9.404165169610e-02
   8.796459430051e+00   8.874514181413e-02
   9.110618695410e+00   8.385700292914e-02
   9.424777960769e+00   7.933462037611e-02
   9.738937226128e+00   7.514777438017e-02
   1.005309649149e+01   7.126680135560e-02
   1.036725575685e+01   6.766278797386e-02
   1.068141502221e+01   6.431068780258e-02
   1.099557428756e+01   6.119048144107e-02
   1.130973355292e+01   5.828394761829e-02
   1.162389281828e+01   5.556925536926e-02
   1.193805208364e+01   5.303184328848e-02
   1.225221134900e+01   5.066022004780e-02
   1.256637061436e+01   4.843511905802e-02
   1.288052987972e+01   4.634927865266e-02
   1.319468914508e+01   4.439298028190e-02
   1.350884841044e+01   4.255080608891e-02
   1.382300767580e+01   4.081872320087e-02
   1.413716694115e+01   3.918667015609e-02
   1.445132620651e+01   3.764843496669e-02
   1.476548547187e+01   3.619588932187e-02
   1.507964473723e+01   3.482368516604e-02
   1.539380400259e+01   3.352681095954e-02
   1.570796326795e+01   3.229817639768e-02
   1.602212253331e+01   3.113454921799e-02
   1.633628179867e+01   3.003189140820e-02
   1.665044106403e+01   2.898514492237e-02
   1.696460032938e+01   2.799088310382e-02
   1.727875959474e+01   2.704592202445e-02
   1.759291886010e+01   2.614705550854e-02
   1.790707812546e+01   2.529103460651e-02
   1.822123739082e+01   2.447576766433e-02
   1.853539665618e+01   2.369909267138e-02
   1.884955592154e+01   2.295772947970e-02
   1.916371518690e+01   2.224982599113e-02
   1.947787445226e+01   2.157399366004e-02
   1.979203371762e+01   2.092815573891e-02
